"crypto","usd","usd_market_cap","usd_24h_vol","usd_24h_change","last_updated_at","id","load_date"
bitcoin,40336.0,756279590912.0552,49408262767.31172,7.2320927420753,1623693600,1569,"2021-06-14 11:00:04"
bitcoin,39916.0,749569153923.4392,48582413228.79852,6.3216208768676365,1623697174,1576,"2021-06-14 12:00:04"
bitcoin,39846.0,746504010342.0219,49103285420.6705,5.34962657815709,1623700797,1579,"2021-06-14 13:00:03"
bitcoin,39961.0,748588532310.0006,46213031591.78853,1.7565447596151238,1623704410,1584,"2021-06-14 14:00:18"
bitcoin,40398.0,756861610778.199,45755570776.82349,3.3439594565478092,1623707998,1586,"2021-06-14 15:00:05"
bitcoin,40319.0,756624620735.9752,45471136710.63417,3.4762821452088923,1623711597,1592,"2021-06-14 16:00:05"
bitcoin,40625.0,761104314502.2867,45836408439.45157,3.7151017596232987,1623715193,1596,"2021-06-14 17:00:04"
bitcoin,40418.0,761898677937.3162,45838550205.24015,3.0035654787695547,1623718790,1599,"2021-06-14 18:00:03"
bitcoin,40147.0,753117852886.7306,44517981845.58076,2.1369930140819178,1623722390,1602,"2021-06-14 19:00:03"
bitcoin,40264.0,756249396521.3021,44139327998.220314,3.1408067033732054,1623725976,1607,"2021-06-14 20:00:03"
bitcoin,40518.0,759109801837.8213,44207446149.61635,3.9008779039328623,1623729597,1609,"2021-06-14 21:00:04"
bitcoin,40667.0,760007867535.3018,44168332513.56364,3.3243142042771243,1623733178,1616,"2021-06-14 22:00:08"
bitcoin,40596.0,760579846385.4012,44067809989.50929,2.6949096178371117,1623736795,1620,"2021-06-14 23:00:04"
bitcoin,40420.0,757283655986.3118,43676116400.68691,2.0432834326223435,1623740396,1623,"2021-06-15 00:00:04"
bitcoin,40416.0,756187461811.6921,43434293961.71763,2.1116695060043544,1623743988,1625,"2021-06-15 01:00:03"
bitcoin,39929.0,748512547967.8047,42802802464.75619,2.2700913326179073,1623747594,1631,"2021-06-15 02:00:04"
bitcoin,40144.0,752111422447.2397,43236911727.3269,2.4909818027526285,1623751190,1633,"2021-06-15 03:00:04"
bitcoin,40068.0,751488106590.4565,43185511785.355156,1.5925833869242123,1623754792,1638,"2021-06-15 04:00:07"
bitcoin,39806.0,745780082359.3978,43063867169.817665,1.3228821167203233,1623758395,1641,"2021-06-15 05:00:04"
bitcoin,40324.0,750757469364.1644,43332231152.66748,1.5677559298885295,1623761995,1645,"2021-06-15 06:00:03"
bitcoin,40349.0,755446064964.0791,40318160721.67096,-0.6933463434316954,1623765601,1649,"2021-06-15 07:00:04"
bitcoin,40156.0,751649139221.6246,38732250872.89182,-1.7045513189492563,1623769162,1655,"2021-06-15 08:00:04"
bitcoin,40156.0,751649139221.6246,38732250872.89182,-1.7045513189492563,1623769162,1659,"2021-06-15 09:00:35"
bitcoin,40405.0,757024165438.5096,36069332553.50001,0.44395526493659815,1623776388,1663,"2021-06-15 10:00:08"
bitcoin,40650.0,761599801165.331,35597174265.32479,0.7764756022225273,1623779990,1667,"2021-06-15 11:00:19"
bitcoin,40517.0,759118834354.8148,37006555458.34158,1.5160170347163044,1623783582,1672,"2021-06-15 12:00:07"
bitcoin,40013.0,749680837954.9283,36995101638.04322,0.42080093648543326,1623787188,1674,"2021-06-15 13:00:11"
bitcoin,40043.0,752555738101.7402,37638639211.739586,0.20693574788717647,1623790782,1679,"2021-06-15 14:00:04"
bitcoin,40043.0,750232719733.2474,37178345319.358154,-0.8805002770620062,1623794356,1683,"2021-06-15 15:00:03"
bitcoin,40107.0,751447942424.0327,36066525532.379524,-0.525416447135189,1623797994,1687,"2021-06-15 16:00:04"
bitcoin,40378.0,756522207420.3483,36706248352.237144,-0.6063100451889243,1623801588,1689,"2021-06-15 17:00:03"
bitcoin,40021.0,751437961140.6678,35614776869.64067,-1.0896911199099086,1623805197,1695,"2021-06-15 18:00:04"
bitcoin,40159.0,752415988109.5876,35568763213.67668,0.029230935843911426,1623808774,1698,"2021-06-15 19:00:04"
bitcoin,40096.0,751238048170.0034,35187227915.33511,-0.4412532330850856,1623812376,1702,"2021-06-15 20:00:18"
bitcoin,40181.0,752834489197.652,35023638204.445145,-0.8311347627155223,1623815993,1708,"2021-06-15 21:00:07"
bitcoin,40517.0,759134471314.087,35482228213.458176,-0.34636718976237635,1623819578,1712,"2021-06-15 22:00:07"
bitcoin,40396.0,756866247301.7657,35263800167.95941,-0.4926407049908604,1623823178,1713,"2021-06-15 23:00:03"
bitcoin,40493.0,758679952727.8599,35362210183.94457,0.33162224356111547,1623826798,1718,"2021-06-16 00:00:03"
bitcoin,40285.0,754778634735.5271,35291200640.09988,-0.3377356297146331,1623830358,1724,"2021-06-16 01:00:05"
bitcoin,40164.0,752522157952.7355,34962548426.79871,0.7244040939747971,1623833999,1726,"2021-06-16 02:00:04"
bitcoin,40116.0,751622746865.8103,34176931912.49195,-0.2624278114527617,1623837591,1729,"2021-06-16 03:00:04"
bitcoin,39798.0,746924137723.3967,34063038642.53285,-0.6673914702030044,1623841198,1734,"2021-06-16 04:00:07"
bitcoin,39182.0,734119738444.0353,34829207626.38343,-1.8511528640532615,1623844798,1738,"2021-06-16 05:00:05"
bitcoin,39216.0,734768224507.3926,35431080453.67718,-2.7480325550318687,1623848371,1741,"2021-06-16 06:00:07"
bitcoin,39263.0,735649317839.4418,35865743137.37257,-2.690436862441653,1623851968,1748,"2021-06-16 07:00:19"
bitcoin,39263.0,735649317839.4418,35865743137.37257,-2.690436862441653,1623851968,1752,"2021-06-16 08:00:34"
bitcoin,38871.0,728302822381.3285,36378072058.386986,-3.131696844536986,1623859179,1753,"2021-06-16 09:00:04"
bitcoin,38411.0,719672430463.2214,36276316373.36233,-4.899038956373878,1623862805,1757,"2021-06-16 10:00:07"
bitcoin,39038.0,731425896731.7976,37013376344.04175,-3.9646827822217947,1623866375,1762,"2021-06-16 11:00:04"
bitcoin,38757.0,726174072093.436,37591709980.91333,-4.542406276635554,1623869994,1768,"2021-06-16 12:00:03"
